Date,AC.MX,ALFAA.MX,ALSEA.MX,AMXL.MX,ASURB.MX,BBAJIOO.MX,BIMBOA.MX,BOLSAA.MX,CEMEXCPO.MX,CUERVO.MX,ELEKTRA.MX,FEMSAUBD.MX,GAPB.MX,GCARSOA1.MX,GCC.MX,GFINBURO.MX,GFNORTEO.MX,GMEXICOB.MX,GRUMAB.MX,KIMBERA.MX,KOFUBL.MX,LIVEPOLC-1.MX,MEGACPO.MX,MXN.MX,OMAB.MX,ORBIA.MX,PE&OLES.MX,PINFRA.MX,Q.MX,TLEVISACPO.MX,VESTA.MX,WALMEX.MX
2021-02-15,85.9987564086914,12.079429626464844,24.59000015258789,13.284152030944824,321.47698974609375,19.4044132232666,37.43814468383789,42.249427795410156,13.100000381469727,43.86931610107422,1377.7906494140625,132.14703369140625,172.448974609375,51.36794662475586,128.18814086914062,19.920000076293945,94.61209106445312,79.18096160888672,220.05780029296875,31.56390380859375,73.31453704833984,63.03175354003906,69.8723373413086,,100.27408599853516,41.40458297729492,306.0470886230469,137.49485778808594,102.57467651367188,32.9721794128418,37.763580322265625,60.29975891113281
2021-02-16,86.98504638671875,11.969888687133789,24.780000686645508,13.303224563598633,325.44329833984375,19.813013076782227,37.323272705078125,42.095855712890625,13.100000381469727,44.09524154663086,1379.992919921875,138.11038208007812,176.890625,51.19395065307617,126.76896667480469,19.530000686645508,94.40182495117188,81.97848510742188,220.11514282226562,31.31282615661621,75.82884216308594,63.28983688354492,69.6794204711914,,102.26421356201172,42.667327880859375,307.2365417480469,141.52281188964844,103.25403594970703,34.32059097290039,37.67402267456055,60.7802734375
2021-02-17,88.1265869140625,11.999763488769531,24.8799991607666,13.255542755126953,337.93157958984375,19.893131256103516,37.19882583618164,41.31898498535156,12.930000305175781,43.16205978393555,1378.0782470703125,137.24334716796875,182.70950317382812,52.30560302734375,126.07909393310547,19.3700008392334,96.35557556152344,85.2452392578125,220.00999450683594,31.510099411010742,76.43660736083984,63.74867248535156,69.65187072753906,,105.14823150634766,42.80025100708008,309.3155517578125,140.54931640625,102.1489486694336,33.73004913330078,38.73876953125,61.70207977294922
2021-02-18,87.91653442382812,11.810555458068848,24.520000457763672,13.131570816040039,330.54150390625,19.80500030517578,36.69148635864258,40.939579010009766,12.40999984741211,42.150299072265625,1377.6121826171875,137.7346649169922,181.2978057861328,50.44962692260742,126.42403411865234,19.059999465942383,95.40936279296875,86.74138641357422,219.77101135253906,31.276960372924805,77.5189208984375,63.56704330444336,68.09017181396484,,102.07025909423828,42.6578369140625,301.5791931152344,140.80833435058594,100.57282257080078,32.529266357421875,38.758670806884766,58.98569869995117
2021-02-19,89.77040100097656,12.099346160888672,24.75,13.064815521240234,331.95404052734375,19.39640235900879,36.72019958496094,40.75890350341797,12.930000305175781,41.423397064208984,1376.8284912109375,138.71731567382812,178.6724395751953,49.608642578125,124.61064910888672,19.010000228881836,92.8948974609375,90.23831939697266,219.828369140625,31.205224990844727,76.96943664550781,63.34718704223633,69.34871673583984,,102.82921600341797,42.79075622558594,303.9480895996094,139.85267639160156,101.54204559326172,32.32257843017578,38.927833557128906,61.015628814697266
2021-02-22,87.1950912475586,11.671138763427734,24.829999923706055,12.998061180114746,330.1299133300781,19.444473266601562,35.514060974121094,40.099464416503906,13.09000015258789,40.126766204833984,1368.197998046875,138.94851684570312,179.90335083007812,47.607669830322266,121.40767669677734,18.25,93.17526245117188,97.35609436035156,218.65261840820312,31.01691436767578,76.27008819580078,61.29201889038086,68.05342102050781,,102.2304916381836,41.8413200378418,301.92901611328125,135.9944305419922,101.88626098632812,31.672977447509766,38.55965042114258,59.142601013183594
2021-02-23,87.26814270019531,11.452055931091309,24.829999923706055,12.89316177368164,345.50872802734375,20.005292892456055,36.40430450439453,39.03351593017578,13.289999961853027,39.782962799072266,1368.1583251953125,137.26258850097656,182.6492462158203,49.16398239135742,128.05014038085938,18.65999984741211,96.618408203125,95.86880493164062,215.16357421875,30.129180908203125,74.8963851928711,61.95158004760742,67.33687591552734,,104.83621215820312,42.09766387939453,300.5996398925781,140.1563262939453,100.80833435058594,31.38754653930664,39.704002380371094,61.535369873046875
2021-02-24,86.74760437011719,11.352473258972168,24.670000076293945,12.797797203063965,355.1344909667969,19.620731353759766,37.19882583618164,37.90433883666992,14.010000228881836,40.922428131103516,1372.8306884765625,137.90805053710938,183.3809051513672,48.554988861083984,131.54879760742188,18.479999542236328,95.61087036132812,93.39684295654297,215.47900390625,30.075376510620117,75.2876968383789,61.08171844482422,67.23582458496094,,103.97607421875,43.15153121948242,301.33929443359375,139.68299865722656,101.8681411743164,31.7812442779541,39.25621795654297,60.348793029785156
2021-02-25,86.50102996826172,11.252890586853027,24.31999969482422,12.89316177368164,361.2804260253906,19.27622413635254,36.50003433227539,37.814002990722656,13.65999984741211,40.10712432861328,1372.9200439453125,137.6383056640625,178.19900512695312,47.58833694458008,130.4055938720703,18.079999923706055,91.11637878417969,89.33961486816406,214.3128204345703,30.04847526550293,74.06383514404297,59.255958557128906,66.68463134765625,,102.12085723876953,44.575679779052734,288.84515380859375,136.41419982910156,102.36634063720703,30.33440399169922,38.937782287597656,58.456146240234375
2021-02-26,86.54669952392578,11.342514991760254,25.440000534057617,12.76918888092041,366.1634521484375,19.252193450927734,37.62002182006836,38.70831298828125,13.9399995803833,42.386051177978516,1374.755126953125,137.89842224121094,182.1758270263672,50.11130142211914,128.91741943359375,18.860000610351562,92.0450668334961,88.96344757080078,217.96435546875,29.99467658996582,73.08975219726562,60.53685760498047,66.36310577392578,,102.34011840820312,46.32262420654297,287.0159912109375,137.43235778808594,103.07288360595703,30.6395206451416,39.296016693115234,58.52479553222656
2021-03-01,87.26814270019531,11.442097663879395,27.170000076293945,12.797797203063965,357.46380615234375,19.468507766723633,38.00292205810547,38.12114334106445,14.069999694824219,42.395870208740234,1372.8009033203125,138.48609924316406,184.17283630371094,50.304630279541016,130.06065368652344,18.510000228881836,92.29037475585938,89.01719665527344,218.90113830566406,30.8286075592041,74.11378479003906,60.622886657714844,66.47335052490234,,106.61552429199219,45.85740661621094,288.0055236816406,139.22752380371094,102.79207611083984,30.354089736938477,39.723907470703125,59.36814498901367
2021-03-02,88.39141845703125,11.422181129455566,27.450000762939453,12.912233352661133,360.1766052246094,19.869094848632812,38.85487747192383,38.690250396728516,14.369999885559082,43.947898864746094,1370.8565673828125,140.2105255126953,189.19117736816406,50.894290924072266,129.57772827148438,18.649999618530273,94.44563293457031,94.73133850097656,222.877685546875,30.613399505615234,75.75390625,61.54054641723633,66.14263153076172,,110.46087646484375,47.40498352050781,288.6552429199219,138.4951629638672,104.99321746826172,30.924951553344727,40.30105209350586,60.17227554321289
2021-03-03,88.62886047363281,11.681097030639648,26.56999969482422,13.122034072875977,358.8482360839844,19.861083984375,39.04632568359375,39.584556579589844,15.180000305175781,43.45675277709961,1369.3785400390625,140.76930236816406,194.94122314453125,51.483943939208984,132.59344482421875,18.850000381469727,98.84375,93.11023712158203,223.42254638671875,31.223155975341797,77.40237426757812,61.244224548339844,66.66626739501953,,113.32801055908203,47.471439361572266,292.2435607910156,139.7455291748047,103.027587890625,31.003690719604492,40.04233169555664,61.89820861816406
2021-03-04,89.92564392089844,11.701013565063477,26.559999465942383,13.188788414001465,345.17193603515625,20.173542022705078,38.88359069824219,39.29549026489258,14.34000015258789,44.20329666137695,1368.48583984375,146.0582733154297,192.29861450195312,52.585933685302734,134.45611572265625,18.649999618530273,94.83988189697266,90.0561294555664,224.80859375,30.65823745727539,80.0748519897461,61.339813232421875,67.05209350585938,,111.29571533203125,47.452449798583984,280.34912109375,138.95956420898438,104.33196258544922,30.767471313476562,40.51997375488281,62.62388229370117
